,From,To,Date,Subject,Group,from,to,Department,Sentiment Score
18,Bertrand.Ovan@gastech.com.kronos,Henk.Mies@gastech.com.kronos,2014-01-06 09:28:00,New refueling policies - Effective February 1,True,BertrandOvan,HenkMies,Facilities,0.4767
19,Bertrand.Ovan@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,2014-01-06 09:28:00,New refueling policies - Effective February 1,True,BertrandOvan,ValeriaMorlun,Facilities,0.4767
20,Bertrand.Ovan@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,2014-01-06 09:28:00,New refueling policies - Effective February 1,True,BertrandOvan,AdanMorlun,Facilities,0.4767
21,Bertrand.Ovan@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,2014-01-06 09:28:00,New refueling policies - Effective February 1,True,BertrandOvan,CeciliaMorluniau,Facilities,0.4767
22,Bertrand.Ovan@gastech.com.kronos,Irene.Nant@gastech.com.kronos,2014-01-06 09:28:00,New refueling policies - Effective February 1,True,BertrandOvan,IreneNant,Facilities,0.4767
23,Bertrand.Ovan@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,2014-01-06 09:28:00,New refueling policies - Effective February 1,True,BertrandOvan,DylanScozzese,Facilities,0.4767
24,Valeria.Morlun@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,2014-01-06 09:38:00,Route suggestion for next shift,True,ValeriaMorlun,DanteCoginian,Facilities,0.0
25,Valeria.Morlun@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,2014-01-06 09:38:00,Route suggestion for next shift,True,ValeriaMorlun,AlbinaHafon,Facilities,0.0
26,Valeria.Morlun@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,2014-01-06 09:38:00,Route suggestion for next shift,True,ValeriaMorlun,BenitoHawelon,Facilities,0.0
27,Valeria.Morlun@gastech.com.kronos,Henk.Mies@gastech.com.kronos,2014-01-06 09:38:00,Route suggestion for next shift,True,ValeriaMorlun,HenkMies,Facilities,0.0
28,Mat.Bramar@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,RachelPantanal,Administration,0.0
29,Mat.Bramar@gastech.com.kronos,Lars.Azada@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,LarsAzada,Administration,0.0
30,Mat.Bramar@gastech.com.kronos,Felix.Balas@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,FelixBalas,Administration,0.0
31,Mat.Bramar@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,IsandeBorrasca,Administration,0.0
32,Mat.Bramar@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,AxelCalzas,Administration,0.0
33,Mat.Bramar@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,GustavCazar,Administration,0.0
34,Mat.Bramar@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,LidelseDedos,Administration,0.0
35,Mat.Bramar@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,BirgittaFrente,Administration,0.0
36,Mat.Bramar@gastech.com.kronos,Vira.Frente@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,ViraFrente,Administration,0.0
37,Mat.Bramar@gastech.com.kronos,Adra.Nubarron@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,AdraNubarron,Administration,0.0
38,Mat.Bramar@gastech.com.kronos,Marin.Onda@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,MarinOnda,Administration,0.0
39,Mat.Bramar@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,KareOrilla,Administration,0.0
40,Mat.Bramar@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,ElsaOrilla,Administration,0.0
41,Mat.Bramar@gastech.com.kronos,Brand.Tempestad@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,BrandTempestad,Administration,0.0
42,Mat.Bramar@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,IngridBarranco,Administration,0.0
43,Mat.Bramar@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,AdaCampo-Corrente,Administration,0.0
44,Mat.Bramar@gastech.com.kronos,Sten.Sanjorge Jr.@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,StenSanjorgeJr,Administration,0.0
45,Mat.Bramar@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,OrhanStrum,Administration,0.0
46,Mat.Bramar@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,WillemVasco-Pais,Administration,0.0
47,Mat.Bramar@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,BertrandOvan,Administration,0.0
48,Mat.Bramar@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,AlbinaHafon,Administration,0.0
49,Mat.Bramar@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,BenitoHawelon,Administration,0.0
50,Mat.Bramar@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,ClaudioHawelon,Administration,0.0
51,Mat.Bramar@gastech.com.kronos,Henk.Mies@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,HenkMies,Administration,0.0
52,Mat.Bramar@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,ValeriaMorlun,Administration,0.0
53,Mat.Bramar@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,AdanMorlun,Administration,0.0
54,Mat.Bramar@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,CeciliaMorluniau,Administration,0.0
55,Mat.Bramar@gastech.com.kronos,Irene.Nant@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,IreneNant,Administration,0.0
56,Mat.Bramar@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,DylanScozzese,Administration,0.0
57,Mat.Bramar@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,LucasAlcazar,Administration,0.0
58,Mat.Bramar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,IsakBaza,Administration,0.0
59,Mat.Bramar@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,LinneaBergen,Administration,0.0
60,Mat.Bramar@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,NilsCalixto,Administration,0.0
61,Mat.Bramar@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,SvenFlecha,Administration,0.0
62,Mat.Bramar@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,HidekiCocinaro,Administration,0.0
63,Mat.Bramar@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,IngaFerro,Administration,0.0
64,Mat.Bramar@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,LoretoBodrogi,Administration,0.0
65,Mat.Bramar@gastech.com.kronos,Isia.Vann@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,IsiaVann,Administration,0.0
66,Mat.Bramar@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,StenigFusil,Administration,0.0
67,Mat.Bramar@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,HennieOsvaldo,Administration,0.0
68,Mat.Bramar@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,KanonHerrero,Administration,0.0
69,Mat.Bramar@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,VarjaLagos,Administration,0.0
70,Mat.Bramar@gastech.com.kronos,Minke.Mies@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,MinkeMies,Administration,0.0
71,Mat.Bramar@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,FelixResumir,Administration,0.0
72,Mat.Bramar@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,EdvardVann,Administration,0.0
73,Mat.Bramar@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,EmileArpa,Administration,0.0
74,Mat.Bramar@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,VarroAwelon,Administration,0.0
75,Mat.Bramar@gastech.com.kronos,Mat.Bramar@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,MatBramar,Administration,0.0
76,Mat.Bramar@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,DanteCoginian,Administration,0.0
77,Mat.Bramar@gastech.com.kronos,Carla.Forluniau@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,CarlaForluniau,Administration,0.0
78,Mat.Bramar@gastech.com.kronos,Linda.Lagos@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,LindaLagos,Administration,0.0
79,Mat.Bramar@gastech.com.kronos,Cornelia.Lais@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,CorneliaLais,Administration,0.0
80,Mat.Bramar@gastech.com.kronos,Ruscella.Mies.Haber@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,RuscellaMiesHaber,Administration,0.0
81,Mat.Bramar@gastech.com.kronos,Anda.Ribera@gastech.com.kronos,2014-01-06 09:49:00,Upcoming birthdays,True,MatBramar,AndaRibera,Administration,0.0
82,Bertrand.Ovan@gastech.com.kronos,Emile.Arpa@gastech.com.kronos,2014-01-06 10:01:00,Don't text and drive!,True,BertrandOvan,EmileArpa,Facilities,0.0
83,Bertrand.Ovan@gastech.com.kronos,Varro.Awelon@gastech.com.kronos,2014-01-06 10:01:00,Don't text and drive!,True,BertrandOvan,VarroAwelon,Facilities,0.0
84,Bertrand.Ovan@gastech.com.kronos,Dante.Coginian@gastech.com.kronos,2014-01-06 10:01:00,Don't text and drive!,True,BertrandOvan,DanteCoginian,Facilities,0.0
85,Bertrand.Ovan@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,2014-01-06 10:01:00,Don't text and drive!,True,BertrandOvan,AlbinaHafon,Facilities,0.0
86,Bertrand.Ovan@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,2014-01-06 10:01:00,Don't text and drive!,True,BertrandOvan,BenitoHawelon,Facilities,0.0
87,Bertrand.Ovan@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,2014-01-06 10:01:00,Don't text and drive!,True,BertrandOvan,ClaudioHawelon,Facilities,0.0
88,Bertrand.Ovan@gastech.com.kronos,Henk.Mies@gastech.com.kronos,2014-01-06 10:01:00,Don't text and drive!,True,BertrandOvan,HenkMies,Facilities,0.0
89,Bertrand.Ovan@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,2014-01-06 10:01:00,Don't text and drive!,True,BertrandOvan,ValeriaMorlun,Facilities,0.0
90,Bertrand.Ovan@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,2014-01-06 10:01:00,Don't text and drive!,True,BertrandOvan,AdanMorlun,Facilities,0.0
91,Bertrand.Ovan@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,2014-01-06 10:01:00,Don't text and drive!,True,BertrandOvan,CeciliaMorluniau,Facilities,0.0
92,Bertrand.Ovan@gastech.com.kronos,Irene.Nant@gastech.com.kronos,2014-01-06 10:01:00,Don't text and drive!,True,BertrandOvan,IreneNant,Facilities,0.0
93,Bertrand.Ovan@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,2014-01-06 10:01:00,Don't text and drive!,True,BertrandOvan,DylanScozzese,Facilities,0.0
94,Orhan.Strum@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,2014-01-06 10:25:00,Service anniversary,False,OrhanStrum,StenigFusil,Executive,0.0
95,Varja.Lagos@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,2014-01-06 10:28:00,Patrol schedule changes,True,VarjaLagos,VarjaLagos,Security,0.0
96,Varja.Lagos@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,2014-01-06 10:28:00,Patrol schedule changes,True,VarjaLagos,HennieOsvaldo,Security,0.0
97,Varja.Lagos@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,2014-01-06 10:28:00,Patrol schedule changes,True,VarjaLagos,LoretoBodrogi,Security,0.0
98,Varja.Lagos@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,2014-01-06 10:28:00,Patrol schedule changes,True,VarjaLagos,IngaFerro,Security,0.0
99,Brand.Tempestad@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,2014-01-06 10:35:00,Wellhead flow rate data,True,BrandTempestad,BirgittaFrente,Engineering,0.0258
100,Brand.Tempestad@gastech.com.kronos,Lars.Azada@gastech.com.kronos,2014-01-06 10:35:00,Wellhead flow rate data,True,BrandTempestad,LarsAzada,Engineering,0.0258
101,Brand.Tempestad@gastech.com.kronos,Felix.Balas@gastech.com.kronos,2014-01-06 10:35:00,Wellhead flow rate data,True,BrandTempestad,FelixBalas,Engineering,0.0258
102,Isak.Baza@gastech.com.kronos,Isak.Baza@gastech.com.kronos,2014-01-06 10:43:00,RE: GT-SeismicProcessorPro Bug Report,True,IsakBaza,IsakBaza,InformationTechnology,0.0
103,Isak.Baza@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,2014-01-06 10:43:00,RE: GT-SeismicProcessorPro Bug Report,True,IsakBaza,LucasAlcazar,InformationTechnology,0.0
104,Lucas.Alcazar@gastech.com.kronos,Isak.Baza@gastech.com.kronos,2014-01-06 10:50:00,RE: GT-SeismicProcessorPro Bug Report,True,LucasAlcazar,IsakBaza,InformationTechnology,0.0
105,Lucas.Alcazar@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,2014-01-06 10:50:00,RE: GT-SeismicProcessorPro Bug Report,True,LucasAlcazar,LucasAlcazar,InformationTechnology,0.0
106,Linnea.Bergen@gastech.com.kronos,Rachel.Pantanal@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,RachelPantanal,InformationTechnology,0.0
107,Linnea.Bergen@gastech.com.kronos,Lars.Azada@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,LarsAzada,InformationTechnology,0.0
108,Linnea.Bergen@gastech.com.kronos,Felix.Balas@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,FelixBalas,InformationTechnology,0.0
109,Linnea.Bergen@gastech.com.kronos,Isande.Borrasca@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,IsandeBorrasca,InformationTechnology,0.0
110,Linnea.Bergen@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,AxelCalzas,InformationTechnology,0.0
111,Linnea.Bergen@gastech.com.kronos,Gustav.Cazar@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,GustavCazar,InformationTechnology,0.0
112,Linnea.Bergen@gastech.com.kronos,Lidelse.Dedos@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,LidelseDedos,InformationTechnology,0.0
113,Linnea.Bergen@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,BirgittaFrente,InformationTechnology,0.0
114,Linnea.Bergen@gastech.com.kronos,Vira.Frente@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,ViraFrente,InformationTechnology,0.0
115,Linnea.Bergen@gastech.com.kronos,Adra.Nubarron@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,AdraNubarron,InformationTechnology,0.0
116,Linnea.Bergen@gastech.com.kronos,Marin.Onda@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,MarinOnda,InformationTechnology,0.0
117,Linnea.Bergen@gastech.com.kronos,Kare.Orilla@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,KareOrilla,InformationTechnology,0.0
118,Linnea.Bergen@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,ElsaOrilla,InformationTechnology,0.0
119,Linnea.Bergen@gastech.com.kronos,Brand.Tempestad@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,BrandTempestad,InformationTechnology,0.0
120,Linnea.Bergen@gastech.com.kronos,Ingrid.Barranco@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,IngridBarranco,InformationTechnology,0.0
121,Linnea.Bergen@gastech.com.kronos,Ada.Campo-Corrente@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,AdaCampo-Corrente,InformationTechnology,0.0
122,Linnea.Bergen@gastech.com.kronos,Sten.Sanjorge Jr.@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,StenSanjorgeJr,InformationTechnology,0.0
123,Linnea.Bergen@gastech.com.kronos,Orhan.Strum@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,OrhanStrum,InformationTechnology,0.0
124,Linnea.Bergen@gastech.com.kronos,Willem.Vasco-Pais@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,WillemVasco-Pais,InformationTechnology,0.0
125,Linnea.Bergen@gastech.com.kronos,Bertrand.Ovan@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,BertrandOvan,InformationTechnology,0.0
126,Linnea.Bergen@gastech.com.kronos,Albina.Hafon@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,AlbinaHafon,InformationTechnology,0.0
127,Linnea.Bergen@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,BenitoHawelon,InformationTechnology,0.0
128,Linnea.Bergen@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,ClaudioHawelon,InformationTechnology,0.0
129,Linnea.Bergen@gastech.com.kronos,Henk.Mies@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,HenkMies,InformationTechnology,0.0
130,Linnea.Bergen@gastech.com.kronos,Valeria.Morlun@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,ValeriaMorlun,InformationTechnology,0.0
131,Linnea.Bergen@gastech.com.kronos,Adan.Morlun@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,AdanMorlun,InformationTechnology,0.0
132,Linnea.Bergen@gastech.com.kronos,Cecilia.Morluniau@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,CeciliaMorluniau,InformationTechnology,0.0
133,Linnea.Bergen@gastech.com.kronos,Irene.Nant@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,IreneNant,InformationTechnology,0.0
134,Linnea.Bergen@gastech.com.kronos,Dylan.Scozzese@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,DylanScozzese,InformationTechnology,0.0
135,Linnea.Bergen@gastech.com.kronos,Lucas.Alcazar@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,LucasAlcazar,InformationTechnology,0.0
136,Linnea.Bergen@gastech.com.kronos,Isak.Baza@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,IsakBaza,InformationTechnology,0.0
137,Linnea.Bergen@gastech.com.kronos,Linnea.Bergen@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,LinneaBergen,InformationTechnology,0.0
138,Linnea.Bergen@gastech.com.kronos,Nils.Calixto@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,NilsCalixto,InformationTechnology,0.0
139,Linnea.Bergen@gastech.com.kronos,Sven.Flecha@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,SvenFlecha,InformationTechnology,0.0
140,Linnea.Bergen@gastech.com.kronos,Hideki.Cocinaro@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,HidekiCocinaro,InformationTechnology,0.0
141,Linnea.Bergen@gastech.com.kronos,Inga.Ferro@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,IngaFerro,InformationTechnology,0.0
142,Linnea.Bergen@gastech.com.kronos,Loreto.Bodrogi@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,LoretoBodrogi,InformationTechnology,0.0
143,Linnea.Bergen@gastech.com.kronos,Isia.Vann@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,IsiaVann,InformationTechnology,0.0
144,Linnea.Bergen@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,StenigFusil,InformationTechnology,0.0
145,Linnea.Bergen@gastech.com.kronos,Hennie.Osvaldo@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,HennieOsvaldo,InformationTechnology,0.0
146,Linnea.Bergen@gastech.com.kronos,Kanon.Herrero@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,KanonHerrero,InformationTechnology,0.0
147,Linnea.Bergen@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,VarjaLagos,InformationTechnology,0.0
148,Linnea.Bergen@gastech.com.kronos,Minke.Mies@gastech.com.kronos,2014-01-06 11:00:00,RE: Upcoming birthdays,True,LinneaBergen,MinkeMies,InformationTechnology,0.0
